dnngy	1679771
wm	823768
abev	1565025
emr	32604
etn	1551182
bntx	1776985
team	1650372
pdrdy	899108
ubs	1610520
met	1099219
gpn	1123360
beke	1809587
hmc	715153
nem	1164727
vlvly	753762
regn	872589
pgr	80661
aon	315293
vrtx	875320
wday	1327811
gd	40533
dnzoy	1446598
hum	49071
nxpi	1413447
bcmxy	1447011
epd	1061219
tak	1395064
twlo	1447669
lnsty	1439584
lzagy	1446711
cm	1045520
puk	1116578
dkily	1446519
khc	1637459
amx	1129137
race	1648416
trp	1232384
ing	1039765
ifnny	1107457
ntoiy	1436791
scco	1001838
phg	313216
dow	1751788
psa	1393311
relx	929869
vod	839923
bbd	1160330
rblx	1315098
eog	821189
slb	87347
olcly	1545460
kdp	1418135
mnst	865752
dg	29534
smfg	1022837
idxx	874716
tri	1075124
lyg	1160106
wfafy	1436381
klac	319201
mraay	1450468
jci	833444
crwd	1535527
twtr	1418091
rop	882835
mar	1048286
danoy	1048515
itocy	355363
algn	1097149
docu	1261333
wba	1618921
gwlly	1536278
gld	1222333
sxyay	1575851
iqv	1478242
stz	16918
bce	718940
cvna	1690820
ngg	1004315
spot	1639920
ecify	1387438
exc	1109357
dlr	1297996
info	1598014
e	1002242
fanuy	1446596
pltr	1321655
dd	1666700
aig	5272
zijmy	1459580
roku	1428439
ebay	1065088
tel	1385157
dash	1792789
lhx	202058
spg	1063761
lulu	1397187
bk	1390777
veev	1393052
trow	1113169
vnja	1532383
cnq	1017413
bcs	312069
kmb	55785
tt	1466258
eric	717826
rkt	1805284
crary	1279967
pins	1506293
gvdny	1121631
rost	745732
aptv	1521332
a	1090872
kmi	1506307
jmhly	870016
sre	1032208
aep	4904
ovchy	1448817
bbva	842180
khngy	1451287
knyjy	1436793
hnnmy	1396282
lvs	1300514
ppg	79879
pru	1137774
ea	712515
cnc	1071739
coin	1679788
nvzmy	1131345
mpc	1510295
bax	10456
gold	756894
mchp	827054
wit	1123799
aph	820313
syy	96021
psx	1534701
bili	1723690
crh	849395
mfc	1086888
carr	1783180
all	899051
alxn	899866
ph	76334
snps	883241
trv	86312
svndy	1359519
afl	4977
msci	1408198
mtch	891103
vivhy	1127055
su	311337
adm	7084
mfg	1335730
gis	40704
hcmly	948696
dxcm	1093557
dfs	1393612
ctsh	1058290
cmi	26172
lyb	1489393
hpq	47217
cmg	1058090
payx	723531
xel	72903
ntr	1725964
vonoy	1652630
ftnt	1262039
orly	898173
lgfry	1554394
htht	1483994
chcjy	1495687
iff	51253
ctas	723254
glw	24741
codyy	1012037
pxd	1038357
tdg	1260221
ccl	815097
poahy	1450346
schyy	1491703
hsy	47111
path	1734722
s	1583708
msi	68505
amady	1502104
bf-a	14693
hlt	1585689
yum	1041061
iau	1278680
rsg	1060391
cdns	813672
asazy	1253493
ahchy	1448987
bgne	1651308
otis	1781335
sbac	1034054
luv	92380
alc	1167379
mtcpy	1159204
panw	1327567
oran	1038143
wmb	107263
kbcsy	1411133
clpby	1294325
mrvl	1835632
frc	1132979
crbjy	1454471
cicoy	1445161
nwg	844150
pdypy	1627168
ctva	1755672
mt	1243429
w	1616707
csgp	1057352
vlo	1035002
rht	1087423
swk	93556
stm	932787
bsbr	1471055
zbh	1136869
okta	1660134
well	766704
wltw	1140536
dhi	882184
rdsmy	1339422
ashty	1518258
cjpry	1334687
rok	1024478
chwy	1766502
sivb	719739
cht	1132924
nue	73309
pcar	75362
arzgy	1379235
alpmy	1446390
kkr	1404912
pton	1639825
wcn	1318220
ame	1037868
slf	1097362
nok	924613
lbrda	1611983
cgemy	1084656
xlnx	743988
peg	788784
rmd	943819
vfc	103379
mplx	1552000
ferg	1832433
fmx	1061736
tu	868675
azo	866787
xpev	1810997
db	1159508
mck	927653
amp	820027
fast	815556
trumy	1446672
lu	1816007
cbre	1138118
cmaky	1453056
cuk	1125259
ckhuy	1637120
dboey	1437147
dal	27904
eqr	906107
mga	749098
mtd	1037646
avb	915912
stt	93751
et	1276187
fnv	1456346
wec	783325
fitb	35527
syf	1601712
ejpry	1093028
odfl	878927
cprt	900075
zlndy	1638747
yumc	1673358
kr	56873
bby	764478
app	1751008
len	920760
awk	1410636
caixy	1535628
anss	1013462
mgddy	896076
es	72741
gmab	1434265
gelyy	1474968
ajg	354190
ddog	1561550
sgen	1060736
tsn	100493
gwlif	850918
ccep	1650107
are	1035443
siri	908937
dia	1041130
net	1477333
rprx	1802768
zs	1713683
efx	33185
swks	4127
ttd	1671933
epam	1352010
zg	1617640
ndaq	1120193
cabhf	1436647
mxim	743316
mdy	936958
vrsk	1442145
u	1810806
anet	1596532
hes	4447
keys	1601046
grmn	1121788
ibkr	1381197
tyidy	1130894
zbra	877212
wy	106535
ec	1444406
dte	936340
ksu	54480
bkr	1701605
zto	1677250
viac	813828
bll	9389
o	726728
oxy	797468
gbery	1179029
tme	1744676
ed	1047862
tef	814052
rci	733099
hrl	48465
saxpy	1436778
fojcy	1436740
work	1764925
rweoy	939380
expe	1324424
lh	920148
ctryy	1462886
caj	16988
gasny	1269920
cs	1159510
imo	49938
vrsn	1014473
li	1791706
wst	105770
ip	51434
tlk	1001807
ntrs	73124
tscdy	885834
oke	1039684
yndx	1513845
baesy	895564
fms	1333141
cern	804753
ftv	1659166
abc	1140859
gww	277135
rng	1384905
vmc	1396009
xp	1787425
cnhi	1567094
rcl	884887
hig	874766
mtsfy	1446641
mkc	63754
fandy	1454175
ozon	1822829
hubs	1404655
sgsoy	1069347
cdw	1402057
tdoc	1477449
dltr	935703
pcg	1004980
logi	1032975
czr	1590895
otsky	1544613
sonvy	1450681
umc	1033767
uri	1067701
stx	1137789
tcom	1269238
flt	1175454
pkx	889132
tlpfy	1450682
wdc	106040
frrvy	1438571
mlm	916076
lng	3570
aonny	1300175
ppl	922224
gib	1061574
amc	1411579
ryaay	1038683
thlly	1722401
svnly	1448613
ix	1070304
k	55067
foxa	1754301
nvcr	1645113
ztcoy	1445156
clx	21076
aee	1002910
yahoy	1446437
ppccy	1446747
fts	1666175
dov	29905
dkng	1772757
key	91576
vtr	740260
gnrc	1474735
etr	65984
eix	827052
hal	45012
cncn	1191334
imbby	1072670
szkmy	1263521
cghly	1550635
gme	1326380
futu	1754581
dish	1001082
xyl	1524472
ssmxy	1517231
wpm	1323404
alsmy	1062066
etsy	1370637
invh	1687229
exr	1289490
skm	1015650
ttwo	946581
rf	1281761
tsco	916365
smnny	1640117
sbhmy	1604982
fe	1031296
mgm	789570
gctay	1158089
expd	746515
xngsy	1454948
qsr	1618756
ter	97210
chd	313927
cfg	759944
weicy	1452191
cjewy	1555574
qrvo	1604778
exas	1124140
cqp	1383650
hpe	1645590
hznp	1492426
wat	1000697
alb	915913
burl	1579298
mtb	36270
ally	40729
dvn	1090012
txg	1770787
mdb	1441816
tru	1552033
ess	920522
it	749251
ir	1699150
cve	1475260
tsgty	939383
edr	1766363
ui	1511737
kb	1445930
shg	1263043
payc	1590955
cvac	1809122
trmb	864749
rnecy	1246135
sui	912593
haity	1553473
cinf	20286
egrny	1595085
stne	1745431
snmry	1437771
tw	1758730
maa	912595
lyv	1335258
akam	1086222
plug	1093691
bxp	1037540
splk	1353283
swgay	1438845
incy	879169
amcr	1748790
kmx	1170010
vtrs	1792044
ssnc	1402436
peak	765880
snn	845982
enph	1463101
avtr	1722482
gpc	40987
ual	100517
nrily	1179493
alny	1178670
hei	46619
syiey	1444718
ulta	1403568
br	1383312
j	52988
tfx	96943
dre	783280
coo	711404
ce	1306830
ctlt	1596783
lb	701985
ntap	1002047
lyft	1759509
dri	940944
asx	1122411
avy	8818
podd	1145197
xm	1747748
omc	29989
tlsny	1169870
cag	23217
ucbjy	1290640
hdely	1400691
rjf	720005
pfg	1126328
pba	1546066
ben	38777
prdsy	1527249
rkuny	1294591
zi	1794515
pags	1712807
wmg	1319161
vici	1705696
jbht	728535
zlab	1704292
nvr	906163
bio	12208
pool	945841
crl	1100682
cms	811156
tal	1499620
bsy	1031308
emn	915389
bpy	1545772
aem	2809
cah	721371
dpz	1286681
wpp	806968
lsxma	1560385
fosuy	1462456
tyl	860731
agr	1634997
aes	874761
iex	832101
pubgy	1050952
nlok	849399
lumn	18926
ttm	926042
ste	1757898
tech	842023
mkl	1096343
mktx	1278021
nmr	1163653
ppd	1793294
bip	1406234
rol	84839
whlkf	1449594
szlmy	1438844
zen	1463172
chkp	1015922
ftch	1740915
xpo	1166003
clvt	1764046
tif	98246
elan	1739104
uwmc	1783398
fang	1539838
coup	1385867
oaofy	1058255
ckisy	1065989
fujhy	800364
on	1097864
atus	1702780
pki	31791
suz	909327
lbtya	1570585
acgl	947484
ptc	857005
maruy	801645
atasy	1437775
xyigy	1508669
szsay	1444147
nuan	1002517
holx	859737
grfs	1438569
txt	217346
mpwr	1280452
sgioy	1281721
nvax	1000694
tdy	1094285
afrm	1820953
cg	1527166
dgx	1022079
entg	1101302
nngry	1690981
wab	943452
edu	1372920
ntco	1776967
alfvy	863344
fmc	37785
aal	6201
nwsa	1564708
hban	49196
viv	1066119
hwm	4281
vips	1529192
gdrx	1809519
kep	887225
dt	1773383
argx	1697862
wix	1576789
wrk	1732845
bmrn	1048477
lkq	1065696
sjr	932872
l	60086
ldos	1336920
mas	62996
udr	74208
jhx	1159152
sjm	91419
phm	822416
ctxs	877890
wynn	1174922
lnt	352541
bro	79282
gds	1526125
rlx	1828365
evrg	1711269
bntgy	1533945
sbysf	1783546
nice	1003935
umicy	1477038
moh	1179929
agl	1831097
enia	912505
jbaxy	1475011
whr	106640
disca	1437107
fico	814547
xray	818479
sbny	1288784
ednmy	1581671
ranjy	1112439
cnp	1130310
psmmy	1439580
wrb	11544
kkoyy	1436794
cgnx	851205
osh	1564406
znh	1041668
cpb	16732
els	895417
jxhly	1487533
mhk	851968
sbsw	1786909
dvcmy	1163417
wpc	1025378
iac	1800227
fnf	1331875
tuya	1829118
fbhs	1519751
gddy	1609711
cchgy	1558633
stld	1022671
iep	813762
pkg	75677
mtuay	1342237
uhs	352915
irm	1020569
ts	1190723
kkpny	1001474
cck	1219601
otex	1002638
ebr	1439124
vedl	1370431
coihy	1513977
nly	1043219
abmd	815094
eqh	1333986
apo	1411494
mos	1285785
ihg	858446
ivz	914208
sna	91440
wegzy	1445166
dqjcy	1446597
ipg	51644
tap	24545
chrw	1043277
nipnf	72127
wlk	1262823
ndvly	800928
has	46080
lnc	59558
clr	732834
smfky	1537547
cpt	906345
ato	731802
pwr	1050915
cna	21175
ndsn	72331
penn	921738
abmrf	1784384
mtn	812011
cxo	1358071
rh	1528849
cday	1725057
dva	927066
aap	1158449
lii	1069202
sam	949870
bill	1786352
smtoy	95227
bwa	908255
cgasy	1555207
amigy	1438930
mpw	1287865
wsm	719955
yasky	1559460
hst	1070750
sqm	909037
bg	1144519
frfhf	915191
teck	886986
ggg	42888
alle	1579241
jpxgy	1600520
cx	1076378
smmyy	1551402
teva	818686
zlioy	1546084
amh	1562401
rnlsy	1416039
arvl	1835059
sedg	1419612
stbfy	1587200
dar	916540
ccozy	1398879
gh	1576280
fds	1013237
cboe	1374310
gl	320335
jkhy	779152
qs	1811414
mcfe	1783317
cnpay	1450278
sid	1049659
lw	1679273
tpr	1116132
bah	1443646
nclh	1513761
iktsy	1444714
ath	1527469
aseky	1450206
cf	1324404
nwl	814453
rdy	1135951
rpm	110621
emraf	1127248
gps	39911
tpl	1811074
estc	1707753
sc	1580608
iq	1722608
dbx	1467623
masi	937556
lea	842162
wtrg	78128
iclr	1060955
mmp	1126975
cheoy	1453930
clf	764065
clpxy	1490083
upst	1647639
monoy	1583055
cea	1030475
pnr	77360
bki	1627014
reg	910606
kl	1713443
ttc	737758
ndeky	353991
trex	1069878
ver	1507385
wb	1595761
glpi	1575965
ffiv	1048695
avlr	1348036
shcay	800840
ahexy	1446251
znga	1439404
rmyhy	1636804
wso	105016
kof	910631
smg	825542
ipxhy	1309035
bhc	885590
rdeiy	1438654
cree	895419
lpla	1397911
hsic	1000228
rs	861884
uhal	4457
prah	1613859
brkr	1109354
aos	91142
efgsy	1445153
ipgp	1111928
fivn	1288847
warfy	901684
mrvi	1823239
bep	1533232
shtdy	1556605
jll	1037976
lamr	1090425
ach	1161611
cp	16875
levi	94845
iliay	1570932
cabo	1632127
qgen	1015820
cma	28412
japsy	318269
chgg	1364954
ophly	940821
afg	1042046
mro	101778
wal	1212545
ssl	314590
gfl	1780232
oc	1370946
dox	1062579
shwgy	1505223
mdiby	1379481
gjnsy	1531384
five	1177609
fhn	36966
pltk	1828016
ewbc	1069157
pen	1321732
jazz	1232524
pega	1013857
trgp	1389170
wu	1365135
re	1095073
isuzy	763665
fnd	1507079
rhi	315213
open	1801169
dxc	1688568
oukpy	1436786
rgen	730272
tsp	1823593
oled	1005284
hubb	48898
kotmy	1543727
kikoy	1446656
bch	1161125
ggb	1073404
ni	1111711
agco	880266
asgly	7646
uelmo	100826
bap	1001290
curlf	1756770
pfpt	1212458
ugi	884614
cone	1553023
morn	1289419
erie	922621
sgpyy	1253494
dlb	1308547
mgp	1656936
ksryy	1668501
cold	1455863
hrgly	1528651
mksi	1049502
cgc	1737927
aiz	1267238
kgc	701818
pnw	764622
bsac	1027552
y	775368
agnc	1423689
aci	1646972
gfi	1172724
csl	790051
stor	1538990
grpty	1395167
siely	1453732
nlsn	1492633
aeg	769218
vno	899689
kim	879101
prymy	1437672
axon	1069183
adt	1703056
ares	1176948
acm	868857
frt	34903
pso	938323
aqn	1174169
bynd	1655210
armk	1584509
lnegy	1437041
midd	769520
st	1477294
ggdvy	925428
azpn	929940
icl	941221
atr	896622
jnpr	1043604
lspd	1823306
psxp	1572910
pcty	1591698
cien	936395
nbix	914475
cube	1298675
zion	109380
cae	1173382
vrt	1674101
ua	1336917
bbio	1743881
sommy	1409236
ntra	1604821
cms-pb	201533
deck	910521
wes	1423902
csan	1430162
flex	866374
crsp	1674416
alv	1034670
bldr	1316835
sci	89089
iaugy	1206571
seic	350894
au	1067428
shpmy	1570300
wex	1309108
dnb	1799208
wfg	1402388
bfam	1437578
nrg	1013871
arw	7536
aemmy	1437776
phys	1477049
mtz	15615
bak	1071438
gwre	1528396
cbsh	22356
hii	1501585
dseey	1481045
kc	1795589
wrtby	1436771
bery	1378992
rl	1037038
osk	775158
see	1012100
dks	1089063
shmay	1555379
sklz	1801661
wynmy	1480134
athm	1527636
run	1469367
lad	1023128
manh	1056696
slv	1330568
vst	1692819
dnli	1714899
acsay	1448375
ohi	888491
arcc	1287750
paa	1070423
nnn	751364
psfe	1833835
ubsfy	1446702
synh	1610950
tfii	1588823
mrtx	1576263
apa	1841666
rohcy	1442653
usfd	1665918
bb	1070235
kss	885639
aacay	1447647
bsmx	1698287
g	1398659
jbl	898293
bmbl	1830043
ccj	1009001
miufy	1447113
arwr	879407
rga	898174
amed	896262
krc	1025996
roymy	1592438
fcnca	798941
chpt	1777393
glob	1557860
spce	1706946
zayo	1608249
hmtly	353990
tokuy	1131652
lazr	1758057
mlco	1381640
eeft	1029199
klycy	1449614
ggmc	1818880
yeti	1670592
gntx	355811
nfe	1749723
h	1468174
ehc	785161
cpri	1530721
tixt	1825155
ccoey	1551467
alk	766421
fslr	1274494
lsi	944314
hegiy	1449217
dnfgy	1454473
mbt	1115837
tv	912892
ovv	1792580
slfpy	1370418
omf	1584207
itt	216228
rgld	85535
crct	1828962
pbct	1378946
tdhoy	1288098
jef	96223
pvh	78239
tpx	1206264
knx	1492691
ori	74260
atdry	1647435
airc	1820877
dci	29644
hllgy	1674534
uthr	1082554
rexr	1571283
voya	1535929
fate	1434316
an	350698
wwd	108312
che	19584
jsgry	1442656
cib	1071371
wms	1604028
cnxc	1803599
wf	1264136
xlrn	1280600
chdn	20212
leco	59527
furcf	1559444
four	1794669
skx	1065837
rtmvy	1516536
tol	794170
appn	1441683
stwd	1465128
pii	931015
casy	726958
iaa	1745041
vlpny	1378984
cfr	39263
aer	1378789
oln	74303
fsv	1637810
sdipf	1562040
lpl	1290109
bc	14930
bmrry	1671235
rnr	913144
iivi	820318
surry	1556607
axta	1616862
hrc	47518
x	1163302
xec	1168054
smar	1366561
ffin	36029
vac	1524358
post	1530950
tx	1342874
mat	63276
hog	793952
frpt	1611647
dada	1793862
cnvvy	1694271
fvrr	1762301
site	1650729
chng	1756497
snv	18349
htcmy	1446648
bepc	1791863
sgms	750004
thc	70318
brx	1581068
leg	58492
kt	892450
bncdy	1667075
plan	1540755
faf	1472787
brks	933974
mpfry	1417695
exel	939767
gil	1061894
nyt	71691
asomy	1492075
mnso	1815846
gmed	1237831
pfgc	1618673
angi	1705110
aa	1675149
vwdry	1330306
ntnx	1618732
woof	1826470
wh	1722684
kajmy	1446660
asnd	1612042
itvpy	1283708
cacc	885550
shc	1822479
mituy	1446420
byd	906553
malry	1537280
pe	1594466
txrh	1289460
eme	105634
nvst	1757073
oge	1021635
pb	1068851
suopy	1347141
tcf	19612
cog	858470
sfix	1576942
clov	1801170
fr	921825
crox	1334036
nkla	1731289
cciv	1811210
srcl	861878
lscc	855658
tiscy	773917
sf	720672
tlry	1731348
clzny	1366235
pnfp	1115055
bpop	763901
man	871763
lpx	60519
felty	1447250
chh	1046311
coty	1024305
hbi	1359841
tuify	1342875
acc	1283630
nov	1021860
mdu	67716
son	91767
amg	1004434
asan	1477720
egp	49600
colm	1050797
jhg	1274173
ayi	1144215
ttek	831641
paas	771992
tkr	98362
ely	837465
srpt	873303
plnt	1637207
wsc	1647088
ysg	1819580
tmx	1428875
staa	718937
aval	1504764
bgaoy	1325378
wish	1822250
snx	1177394
hwdjy	1563177
shmuy	1564228
msa	66570
rdfn	1382821
hlf	1180262
crcby	1553915
cdk	1609702
bj	1531152
hqy	1428336
cohr	21510
abcl	1703057
lmnd	1691421
bld	1633931
pri	1475922
azek	1782754
tho	730263
apps	317788
lhcg	1303313
ingr	1046257
slm	1032033
fl	850209
exp	918646
sgfy	1828182
osagy	1603194
gwr	1012620
reyn	1786431
pag	1019849
rare	1515673
hta	1360604
rba	1046102
lfus	889331
dei	1364250
fsly	1517413
unm	5513
dava	1656081
bhvn	1689813
sekey	1261759
gtbif	1795139
prgo	1585364
ncr	70866
bokf	875357
sjmhy	1599962
ai	1577526
nxst	1142417
cc	1627223
eqt	33213
enggy	1446294
upwk	1627475
lstr	853816
dooo	1748797
ogfgy	845033
vvv	1674910
car	723612
pacb	1299130
ssb	764038
cfx	1420800
medp	1668397
caci	16058
shlx	1610466
rxn	1439288
phi	78150
m	794367
bwxt	1486957
tfsl	1381668
stag	1479094
lite	1633978
foxf	1424929
timb	1826168
nvta	1501134
hun	1307954
vir	1706431
dcp	1338065
vopky	1452188
slab	1038074
hocff	1450349
swav	1642545
qfin	1741530
bl	1666134
jblu	1158463
omcl	926326
achc	1520697
hhc	1498828
zh	1835724
mrwsy	1446128
mpln	1793229
ibrx	1326110
esi	1590714
mzday	1447122
hnp	929058
trip	1526520
slg	1040971
ard	1689662
olo	1431695
cor	1490892
vrm	1580864
vnt	1786842
rcm	1472595
iart	917520
grub	1594109
pac	1347557
eslt	1027664
cuz	25232
ncno	1566895
src	1308606
comp	1563190
orcc	1655888
jcom	1084048
mp	1801368
evr	1360901
ads	1101215
hfc	48039
yy	1530238
cd	1807192
ash	1674862
expi	1495932
apnhy	1454177
nkrky	1436790
uso	1327068
ozk	1569650
pgny	1551306
cour	1651562
ektay	1451160
fls	30625
amkr	1047127
halo	1159036
aeo	919012
vly	714310
nycb	910073
rbc	82811
ppc	802481
dv	1819928
qrtea	1355096
wen	30697
mms	1032220
kbr	1357615
hayw	1834622
mxchy	1435969
dsgx	1050140
gbci	868671
virt	1592386
olli	1639300
dufry	1546354
oscr	1568651
jwn	72333
adrzy	1436467
imab	1778016
tndm	1438133
wcc	929008
asmvy	1447945
fsr	1720990
hele	916789
snphy	1501108
nep	1603145
esnt	1448893
nomd	1651717
ntla	1652130
asr	1123452
esgr	1363829
bzzuy	1437774
vrns	1361113
tnl	1361658
sem	1320414
legn	1801198
kzmyy	1438929
chk	895126
spr	1364885
meggy	1487786
lanc	57515
nati	935494
chx	1723089
qts	1577368
bldp	1453015
nvt	1720635
gtls	892553
krnt	1625791
beam	1745999
saia	1177702
cmhhy	1446751
qtwo	1410384
saic	1571123
asgn	890564
nvro	1444380
cwen	1567683
pacw	1102112
adpt	1478320
diisy	1563255
cr	25445
pstg	1474432
hli	1302215
sdgr	1490978
gtes	1718512
gbtc	1588489
ayx	1689923
cit	1171825
swi	1739942
celh	1341766
tgtx	1001316
al	1487712
brthy	14595
clh	822818
tdc	816761
glpg	1421876
shi	908732
ions	874015
dsey	1831617
twst	1581280
flo	1128928
sepjy	1518521
gfszy	1438927
lesl	1821806
wygpy	1450021
nrz	1556593
cybr	1598110
wbs	801337
cw	26324
rrr	1653653
algm	866291
awi	7431
btg	1429937
irdm	1418819
hxl	717605
reta	1358762
msm	1003078
sbs	1170858
rykky	1592049
vmi	102729
cigi	913353
ocft	1780531
ocdx	1828443
igt	1619762
dq	1477641
pk	1617406
laz	1311370
bndsy	1438556
stl	1070154
zim	1654126
roll	1324948
ryn	52827
dct	1160951
inov	1619954
ida	1057877
swch	1710583
hiw	921082
neo	1077183
rxrx	1601830
mstr	1050446
fhtf	1764443
thg	944695
nfg	70145
gpk	1408075
mtg	876437
onem	1404123
zhuzy	1556616
jobs	1295484
allk	1564824
lpro	1806201
bxmt	1061630
wwe	1091907
am	1623925
ubsi	729986
stn	1131383
auy	1264089
npsky	354470
altr	1701732
api	1802883
shls	1831651
wk	1445305
novt	1076930
drvn	1804745
pbsfy	1137849
he	354707
bpmc	1597264
xrx	1770450
powi	833640
msloy	1447112
ssd	920371
ttec	1013880
upchy	1447772
tnet	937098
isday	1224306
qdel	353569
syna	817720
wts	795403
appf	1433195
feye	1370880
rpd	1560327
hl	719413
hlne	1433642
hcm	1648257
apls	1492422
fcn	887936
fti	1681459
sana	1770121
cdna	1217234
hrb	12659
adc	917251
unvr	1494319
insp	1609550
fizz	69891
cldr	1535379
avnt	1122976
rli	84246
nea	1195737
ab	825313
wtfc	1015328
pdce	77877
expo	851520
atc	1762459
psth	1811882
kmpr	860748
amrs	1365916
ldi	1831631
alsn	1411207
ufpi	912767
adnt	1670541
slgn	849869
aciw	935036
bbavy	1399224
ensg	1125376
apg	1796209
jbgs	1689796
umbf	101382
gra	1045309
jbt	1433660
tcnnf	1754195
cri	1060822
trno	1476150
hr	899749
crus	772406
iipr	1677576
rnmby	1450345
rezi	1740332
sigi	230557
amn	1142750
goos	1690511
ccmp	1102934
sim	887153
hpp	1482512
alhc	1832466
tenb	1660280
homb	1331520
ugp	1094972
evbg	1437352
por	784977
cef	1726122
bku	1504008
nav	808450
seas	1564902
nari	1531048
rdn	890926
axs	1214816
sabr	1597033
psb	866368
hypmy	1486749
ppbi	1028918
ag	1308648
sage	1597553
ftdr	1727263
tigo	912958
kbh	795266
mdla	1540184
avt	8858
rxt	1810019
be	1664703
wing	1636222
maury	62919
crnc	1768267
gt	42582
rhp	1040829
tpdky	1436652
itri	780571
affs	1365555
bkh	1130464
brfs	1122491
icui	883984
seb	88121
smtc	88941
bigc	1626450
comm	1517228
cig	1157557
msp	1724570
docn	1582961
wri	828916
bcpc	9326
cbu	723188
tsuky	702257
abcm	1492074
kwr	81362
r	85961
asccy	1600930
lope	1434588
olk	1835539
msgs	1636519
env	1337619
bcauy	891765
njr	356309
lgf-a	929351
ulcc	1670076
unf	717954
tgna	39899
spwr	867773
umpq	1077771
pnm	1108426
frog	1800667
rcii	933036
aimc	1374535
pinc	1577916
fnb	37808
sail	1627857
acad	1070494
tkc	1071321
sono	1314727
hwc	750577
shak	1620533
coke	317540
newr	1448056
lgih	1580670
ar	1433270
sndr	1692063
grp-un	1564538
hasi	1561894
apam	1517302
pfsi	1745916
ogs	1587732
swtx	1773427
agio	1439222
ens	1289308
sum	1621563
arnc	1790982
mtsi	1493594
enic	1659939
spt	1517375
sfrgy	1571549
cwk	1628369
etrn	1747009
yueiy	1444719
ebc	1810546
fubo	1484769
hain	910406
doc	1574540
prva	1759655
ay	1601072
ninoy	1446588
enbl	1591763
kex	56047
vicr	751978
vzio	1835591
alrm	1459200
kod	1468748
cert	1827090
psn	275880
thkly	1443275
epr	1045450
box	1372612
bhf	1685040
zy	1645842
qlys	1107843
bcucy	1581285
hgv	1674168
clny	1679688
viav	912093
rvlv	1746618
alks	1520262
jamf	1721947
anat	1801075
cmc	22444
eye	1710155
